"File Name"	"Category"	"Peak 1"	"Peak 2"	"Lane"	"Dye"	"Sample Info"	"Sample Comment"
"H2_PUTR_063_16_H02_16.fsa"	"FAM_CT1_48"	247.07	248.92	16	"B"	"FAM"	"H2_PUTR-063-16_FAM_CT1-48_CT2-21"
"H2_PUTR_063_16_H02_16.fsa"	"FAM_CT2_21"	173.21	185.08	16	"B"	"FAM"	"H2_PUTR-063-16_FAM_CT1-48_CT2-21"
"H2_PUTR_063_16_H02_16.fsa"	"HEX_1_18"	186.67	188.64	16	"G"	"HEX"	"H2_PUTR-063-16_HEX_1-18"
"H2_PUTR_063_16_H02_16.fsa"	"NED_1_22"	192.49	194.52	16	"Y"	"NED"	"H2_PUTR-063-16_NED_1-22"
"H3_PUTR_077_04_H03_15.fsa"	"FAM_CT1_48"	248.92	256.89	15	"B"	"FAM"	"H3_PUTR-077-04_FAM_CT1-48_CT2-21"
"H3_PUTR_077_04_H03_15.fsa"	"FAM_CT2_21"	150.92	155.07	15	"B"	"FAM"	"H3_PUTR-077-04_FAM_CT1-48_CT2-21"
"H3_PUTR_077_04_H03_15.fsa"	"HEX_1_18"	175.09	176.41	15	"G"	"HEX"	"H3_PUTR-077-04_HEX_1-18"
"H3_PUTR_077_04_H03_15.fsa"	"NED_1_22"	192.39	192.39	15	"Y"	"NED"	"H3_PUTR-077-04_NED_1-22"
"H4_PUTR_066_08_H04_16.fsa"	"FAM_CT1_48"	226.74	238.69	16	"B"	"FAM"	"H4_PUTR-066-08_FAM_CT1-48_CT2-21"
"H4_PUTR_066_08_H04_16.fsa"	"FAM_CT2_21"	157.32	163.45	16	"B"	"FAM"	"H4_PUTR-066-08_FAM_CT1-48_CT2-21"
"H4_PUTR_066_08_H04_16.fsa"	"HEX_1_18"	188.59	194.27	16	"G"	"HEX"	"H4_PUTR-066-08_HEX_1-18"
"H4_PUTR_066_08_H04_16.fsa"	"NED_1_22"	192.43	192.43	16	"Y"	"NED"	"H4_PUTR-066-08_NED_1-22"
"H5_PUTR_066_16_H05_15.fsa"	"FAM_CT1_48"	242.89	252.93	15	"B"	"FAM"	"H5_PUTR-066-16_FAM_CT1-48_CT2-21"
"H5_PUTR_066_16_H05_15.fsa"	"FAM_CT2_21"	163.26	175.16	15	"B"	"FAM"	"H5_PUTR-066-16_FAM_CT1-48_CT2-21"
"H5_PUTR_066_16_H05_15.fsa"	"HEX_1_18"			15	"G"	"HEX"	"H5_PUTR-066-16_HEX_1-18"
"H5_PUTR_066_16_H05_15.fsa"	"NED_1_22"	192.37	204.19	15	"Y"	"NED"	"H5_PUTR-066-16_NED_1-22"
"H6_PUTR_077_08_H06_16.fsa"	"FAM_CT1_48"	238.77	242.77	16	"B"	"FAM"	"H6_PUTR-077-08_FAM_CT1-48_CT2-21"
"H6_PUTR_077_08_H06_16.fsa"	"FAM_CT2_21"	159.27	173.11	16	"B"	"FAM"	"H6_PUTR-077-08_FAM_CT1-48_CT2-21"
"H6_PUTR_077_08_H06_16.fsa"	"HEX_1_18"	175.06	186.49	16	"G"	"HEX"	"H6_PUTR-077-08_HEX_1-18"
"H6_PUTR_077_08_H06_16.fsa"	"NED_1_22"	192.45	208.66	16	"Y"	"NED"	"H6_PUTR-077-08_NED_1-22"
"H7_PUTR_067_08_H07_15.fsa"	"FAM_CT1_48"	244.83	246.9	15	"B"	"FAM"	"H7_PUTR-067-08_FAM_CT1-48_CT2-21"
"H7_PUTR_067_08_H07_15.fsa"	"FAM_CT2_21"	144.31	185.05	15	"B"	"FAM"	"H7_PUTR-067-08_FAM_CT1-48_CT2-21"
"H7_PUTR_067_08_H07_15.fsa"	"HEX_1_18"	192.35	192.35	15	"G"	"HEX"	"H7_PUTR-067-08_HEX_1-18"
"H7_PUTR_067_08_H07_15.fsa"	"NED_1_22"	192.35	192.35	15	"Y"	"NED"	"H7_PUTR-067-08_NED_1-22"
"H8_PUTR_067_16_H08_16.fsa"	"FAM_CT1_48"	242.91	242.91	16	"B"	"FAM"	"H8_PUTR-067-16_FAM_CT1-48_CT2-21"
"H8_PUTR_067_16_H08_16.fsa"	"FAM_CT2_21"	159.18	169.37	16	"B"	"FAM"	"H8_PUTR-067-16_FAM_CT1-48_CT2-21"
"H8_PUTR_067_16_H08_16.fsa"	"HEX_1_18"	190.39	192.39	16	"G"	"HEX"	"H8_PUTR-067-16_HEX_1-18"
"H8_PUTR_067_16_H08_16.fsa"	"NED_1_22"	210.49	210.49	16	"Y"	"NED"	"H8_PUTR-067-16_NED_1-22"
"H9_PUTR_077_12_H09_15.fsa"	"FAM_CT1_48"	242.82	244.88	15	"B"	"FAM"	"H9_PUTR-077-12_FAM_CT1-48_CT2-21"
"H9_PUTR_077_12_H09_15.fsa"	"FAM_CT2_21"	173.17	173.17	15	"B"	"FAM"	"H9_PUTR-077-12_FAM_CT1-48_CT2-21"
"H9_PUTR_077_12_H09_15.fsa"	"HEX_1_18"	186.45	188.32	15	"G"	"HEX"	"H9_PUTR-077-12_HEX_1-18"
"H9_PUTR_077_12_H09_15.fsa"	"NED_1_22"	192.35	192.35	15	"Y"	"NED"	"H9_PUTR-077-12_NED_1-22"
